,configurationID,cabac,ref,deblock,analyse,me,subme,mixed_ref,me_range,trellis,8x8dct,fast_pskip,chroma_qp_offset,bframes,b_pyramid,b_adapt,direct,weightb,open_gop,weightp,scenecut,rc_lookahead,mbtree,qpmax,aq-mode,size,usertime,systemtime,elapsedtime,cpu,frames,fps,kbs
0,1,0,1,0:0:0,0:0,dia,0,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,8515945,7.73,1.3, 0:01.71,526,480,387.88,3402.97
1,101,1,2,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,0,8,2,1,spatial,1,0,1,0,60,1,69,1,4969165,33.48,1.55, 0:04.10,853,480,135.49,1985.68
2,102,1,2,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,0,8,2,1,auto,1,0,1,0,10,1,69,0,2469529,24.04,1.36, 0:03.43,740,480,166.13,986.82
3,103,1,2,0:0:0,0x3:0x3,umh,6,1,16,1,1,1,0,8,2,1,spatial,1,0,1,0,10,1,69,0,2563389,28.57,1.47, 0:03.16,948,480,182.39,1024.33
4,104,1,16,1:0:0,0x3:0x113,hex,6,1,24,1,1,1,-2,3,2,1,auto,1,0,1,40,30,0,69,1,11090031,86.8,1.37, 0:04.50,1957,480,121.96,4431.58
5,105,1,7,1:0:0,0x3:0x113,dia,6,1,24,1,1,1,-2,3,2,1,spatial,1,0,1,40,30,0,69,1,11528745,47.42,1.12, 0:02.92,1658,480,201.16,4606.89
6,106,0,5,1:0:0,0x3:0x113,tesa,0,1,16,1,1,1,-2,3,2,1,auto,1,0,1,40,30,1,69,1,6251757,23.87,1.12, 0:02.44,1024,480,256.73,2498.2
7,107,0,5,1:0:0,0x3:0x3,umh,0,1,16,1,1,0,-2,3,2,1,auto,1,0,1,40,30,1,69,1,6544794,20.27,1.3, 0:02.48,866,480,251.53,2615.3
8,108,1,2,0:0:0,0x113:0x113,hex,6,1,24,0,1,1,-2,3,2,1,auto,1,0,1,40,30,1,69,1,4905827,29.97,1.47, 0:03.45,910,480,166.48,1960.37
9,109,1,2,0:0:0,0x113:0x113,hex,6,1,16,1,0,0,-2,3,2,1,auto,1,0,1,40,30,1,69,1,5590078,29.85,1.24, 0:02.95,1052,480,198.82,2233.8
10,110,1,2,0:0:0,0x113:0x113,hex,6,1,24,1,0,1,-2,3,2,1,auto,1,0,1,40,30,1,69,0,3144635,22.07,1.52, 0:03.13,753,480,186.53,1256.6
11,11,0,1,1:0:0,0:0,dia,2,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,4850368,11.54,1.05, 0:01.82,692,480,380.97,1938.21
12,111,1,2,0:0:0,0x113:0x113,hex,10,1,24,1,1,1,0,3,2,1,auto,1,0,2,40,30,0,69,1,9467032,54.21,1.23, 0:03.57,1550,480,154.35,3783.03
13,112,1,3,1:0:0,0x3:0x113,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,50,1,69,1,5385567,44.01,1.14, 0:03.34,1352,480,173.38,2152.07
14,113,1,3,1:0:0,0x3:0x113,umh,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,5412994,43.33,1.46, 0:03.43,1305,480,166.04,2163.03
